2023.12.13D18:15:40.396289316,trade,8400,0
2023.12.13D18:15:40.473388129,quote,16524,0
2023.12.13D18:15:45.460743871,trade,8400,0
2023.12.13D18:15:45.537236554,quote,16524,0
2023.12.13D18:15:50.467602462,trade,8400,0
2023.12.13D18:15:50.515289499,quote,16524,0
2023.12.13D18:15:55.395381114,trade,8400,0
2023.12.13D18:15:55.450186324,quote,16524,0
2023.12.13D18:16:00.420316005,trade,8400,0
2023.12.13D18:16:00.458946842,quote,16524,0
2023.12.13D18:16:05.401226459,trade,8400,0
2023.12.13D18:16:05.451041578,quote,16524,0
2023.12.13D18:16:10.388808307,trade,8400,0
2023.12.13D18:16:10.451741115,quote,16524,0
2023.12.13D18:16:15.482115142,trade,8400,0
2023.12.13D18:16:15.571249260,quote,16524,0
2023.12.13D18:16:20.525164232,trade,8400,0
2023.12.13D18:16:20.604925318,quote,16524,0
2023.12.13D18:16:25.425268532,trade,8400,0
2023.12.13D18:16:25.460535273,quote,16524,0
2023.12.13D18:16:30.367398137,trade,8400,0
2023.12.13D18:16:30.430077479,quote,16524,0
2023.12.13D18:16:35.401288586,trade,8400,0
2023.12.13D18:16:35.492175293,quote,16524,0
2023.12.13D18:16:40.428354040,trade,8400,0
2023.12.13D18:16:40.477258878,quote,16524,0
2023.12.13D18:16:45.408499185,trade,8400,0
2023.12.13D18:16:45.493953069,quote,16524,0
2023.12.13D18:16:50.446536253,trade,8400,0
2023.12.13D18:16:50.518033736,quote,16524,0
2023.12.13D18:16:55.406165153,trade,8400,0
2023.12.13D18:16:55.450764712,quote,16524,0
2023.12.13D18:17:00.383027713,trade,8400,0
2023.12.13D18:17:00.443329000,quote,16524,0
2023.12.13D18:17:05.413840794,trade,8400,0
2023.12.13D18:17:05.473439683,quote,16524,0
2023.12.13D18:17:10.396225221,trade,8400,0
2023.12.13D18:17:10.433442464,quote,16524,0
2023.12.13D18:17:15.380936922,trade,8400,0
2023.12.13D18:17:15.437735065,quote,16524,0
2023.12.13D18:17:20.404229786,trade,8400,0
2023.12.13D18:17:20.467973268,quote,16524,0
2023.12.13D18:17:25.398765793,trade,8400,0
2023.12.13D18:17:25.458841911,quote,16524,0
2023.12.13D18:17:30.391310920,trade,8400,0
2023.12.13D18:17:30.445769806,quote,16524,0
2023.12.13D18:17:35.384088537,trade,8400,0
2023.12.13D18:17:35.438613255,quote,16524,0
2023.12.13D18:17:40.396594985,trade,8400,0
2023.12.13D18:17:40.447836632,quote,16524,0
2023.12.13D18:17:45.396327669,trade,8400,0
2023.12.13D18:17:45.476362578,quote,16524,0
2023.12.13D18:17:50.413850505,trade,8400,0
2023.12.13D18:17:50.452145114,quote,16524,0
2023.12.13D18:17:55.370163799,trade,8400,0
2023.12.13D18:17:55.417228054,quote,16524,0
2023.12.13D18:18:00.409490288,trade,8400,0
2023.12.13D18:18:00.454430169,quote,16524,0
2023.12.13D18:18:05.423380466,trade,8400,0
2023.12.13D18:18:05.496310869,quote,16524,0
2023.12.13D18:18:10.432211198,trade,8400,0
2023.12.13D18:18:10.541726470,quote,16524,0
2023.12.13D18:18:15.454483881,trade,8400,0
2023.12.13D18:18:15.510584156,quote,16524,0
2023.12.13D18:18:20.392428392,trade,8400,0
2023.12.13D18:18:20.444568465,quote,16524,0
2023.12.13D18:18:25.414896747,trade,8400,0
2023.12.13D18:18:25.474126517,quote,16524,0
2023.12.13D18:18:30.417076617,trade,8400,0
2023.12.13D18:18:30.471618489,quote,16524,0
2023.12.13D18:18:35.376725491,trade,8400,0
2023.12.13D18:18:35.410701809,quote,16524,0
2023.12.13D18:18:40.352530229,trade,8400,0
2023.12.13D18:18:40.385922640,quote,16524,0
2023.12.13D18:18:45.349404465,trade,8400,0
2023.12.13D18:18:45.398244529,quote,16524,0
2023.12.13D18:18:50.447600076,trade,8400,0
2023.12.13D18:18:50.511880101,quote,16524,0
2023.12.13D18:18:55.464345776,trade,8400,0
2023.12.13D18:18:55.519689738,quote,16524,0
2023.12.13D18:19:00.384421825,trade,8400,0
2023.12.13D18:19:00.428705995,quote,16524,0
2023.12.13D18:19:05.372592387,trade,8400,0
2023.12.13D18:19:05.420539136,quote,16524,0
2023.12.13D18:19:10.373445489,trade,8400,0
2023.12.13D18:19:10.414905639,quote,16524,0
2023.12.13D18:19:15.419243370,trade,8400,0
2023.12.13D18:19:15.494191248,quote,16524,0
2023.12.13D18:19:20.481240134,trade,8400,0
2023.12.13D18:19:20.547846968,quote,16524,0
2023.12.13D18:19:25.425308433,trade,8400,0
2023.12.13D18:19:25.465729686,quote,16524,0
2023.12.13D18:19:30.363795593,trade,8400,0
2023.12.13D18:19:30.396518531,quote,16524,0
2023.12.13D18:19:35.353287001,trade,8400,0
2023.12.13D18:19:35.391349268,quote,16524,0
2023.12.13D18:19:40.360675223,trade,8400,0
2023.12.13D18:19:40.399367178,quote,16524,0
2023.12.13D18:19:45.374065250,trade,8400,0
2023.12.13D18:19:45.436110150,quote,16524,0
2023.12.13D18:19:50.412878164,trade,8400,0
2023.12.13D18:19:50.458778750,quote,16524,0
2023.12.13D18:19:55.390374333,trade,8400,0
2023.12.13D18:19:55.428729188,quote,16524,0
2023.12.13D18:20:00.401469638,trade,8400,0
2023.12.13D18:20:00.488458364,quote,16544,20
2023.12.13D18:20:05.449239784,trade,8400,0
2023.12.13D18:20:05.532732754,quote,16544,0
2023.12.13D18:20:10.409807436,trade,8400,0
2023.12.13D18:20:10.473768698,quote,16544,0
2023.12.13D18:20:15.399028955,trade,8400,0
2023.12.13D18:20:15.480807075,quote,16544,0
2023.12.13D18:20:20.413148363,trade,8400,0
2023.12.13D18:20:20.456850700,quote,16544,0
2023.12.13D18:20:25.376320133,trade,8400,0
2023.12.13D18:20:25.444704400,quote,16544,0
2023.12.13D18:20:30.398844417,trade,8400,0
2023.12.13D18:20:30.436648872,quote,16544,0
2023.12.13D18:20:35.357572253,trade,8400,0
2023.12.13D18:20:35.400713808,quote,16544,0
2023.12.13D18:20:40.399961887,trade,8400,0
2023.12.13D18:20:40.513900191,quote,16544,0
2023.12.13D18:20:45.474268946,trade,8400,0
2023.12.13D18:20:45.514936697,quote,16544,0
2023.12.13D18:20:50.373659645,trade,8400,0
2023.12.13D18:20:50.424831388,quote,16544,0
2023.12.13D18:20:55.399456102,trade,8400,0
2023.12.13D18:20:55.454919706,quote,16544,0
2023.12.13D18:21:00.402020660,trade,8400,0
2023.12.13D18:21:00.454206585,quote,16544,0
2023.12.13D18:21:05.376490824,trade,8400,0
2023.12.13D18:21:05.427602990,quote,16544,0
2023.12.13D18:21:10.375341699,trade,8400,0
2023.12.13D18:21:10.435433213,quote,16544,0
2023.12.13D18:21:15.406122467,trade,8400,0
2023.12.13D18:21:15.481832980,quote,16544,0
2023.12.13D18:21:20.423827274,trade,8400,0
2023.12.13D18:21:20.476055887,quote,16544,0
2023.12.13D18:21:25.389177643,trade,8400,0
2023.12.13D18:21:25.436606955,quote,16544,0
2023.12.13D18:21:30.377919191,trade,8400,0
2023.12.13D18:21:30.438573152,quote,16544,0
2023.12.13D18:21:35.391690081,trade,8400,0
2023.12.13D18:21:35.478128300,quote,16544,0
2023.12.13D18:21:40.419455685,trade,8400,0
2023.12.13D18:21:40.464651654,quote,16544,0
2023.12.13D18:21:45.374290137,trade,8400,0
2023.12.13D18:21:45.420291007,quote,16544,0
2023.12.13D18:21:50.375783833,trade,8400,0
2023.12.13D18:21:50.421503967,quote,16544,0
2023.12.13D18:21:55.389233619,trade,8400,0
2023.12.13D18:21:55.498098327,quote,16544,0
2023.12.13D18:22:00.462465306,trade,8400,0
2023.12.13D18:22:00.511685264,quote,16544,0
2023.12.13D18:22:05.390428775,trade,8400,0
2023.12.13D18:22:05.480230001,quote,16544,0
2023.12.13D18:22:10.435404077,trade,8400,0
2023.12.13D18:22:10.494626621,quote,16544,0
2023.12.13D18:22:15.397521301,trade,8400,0
2023.12.13D18:22:15.461966545,quote,16544,0
2023.12.13D18:22:20.402726754,trade,8400,0
2023.12.13D18:22:20.503762969,quote,16544,0
2023.12.13D18:22:25.437011631,trade,8400,0
2023.12.13D18:22:25.533642966,quote,16544,0
2023.12.13D18:22:30.458268598,trade,8400,0
2023.12.13D18:22:30.514639849,quote,16544,0
2023.12.13D18:22:35.422812647,trade,8400,0
2023.12.13D18:22:35.484250100,quote,16544,0
2023.12.13D18:22:40.388459810,trade,8400,0
2023.12.13D18:22:40.432283061,quote,16544,0
2023.12.13D18:22:45.371605179,trade,8400,0
2023.12.13D18:22:45.464232006,quote,16544,0
2023.12.13D18:22:50.424321750,trade,8400,0
2023.12.13D18:22:50.471703215,quote,16544,0
2023.12.13D18:22:55.373044535,trade,8400,0
2023.12.13D18:22:55.422255069,quote,16544,0
2023.12.13D18:23:00.372027029,trade,8400,0
2023.12.13D18:23:00.457528791,quote,16544,0
2023.12.13D18:23:05.421783118,trade,8400,0
2023.12.13D18:23:05.491901553,quote,16544,0
2023.12.13D18:23:10.405271226,trade,8400,0
2023.12.13D18:23:10.458440732,quote,16544,0
2023.12.13D18:23:15.382504320,trade,8400,0
2023.12.13D18:23:15.451110278,quote,16544,0
2023.12.13D18:23:20.404039095,trade,8400,0
2023.12.13D18:23:20.448848838,quote,16544,0
2023.12.13D18:23:25.391357136,trade,8400,0
2023.12.13D18:23:25.459873890,quote,16544,0
2023.12.13D18:23:30.418990977,trade,8400,0
2023.12.13D18:23:30.504528433,quote,16544,0
2023.12.13D18:23:35.422651704,trade,8400,0
2023.12.13D18:23:35.487173337,quote,16544,0
2023.12.13D18:23:40.402660153,trade,8400,0
2023.12.13D18:23:40.471354919,quote,16544,0
2023.12.13D18:23:45.403067916,trade,8400,0
2023.12.13D18:23:45.449782129,quote,16544,0
2023.12.13D18:23:50.368196754,trade,8400,0
2023.12.13D18:23:50.415941586,quote,16544,0
2023.12.13D18:23:55.386694356,trade,8400,0
2023.12.13D18:23:55.471235434,quote,16544,0
2023.12.13D18:24:00.426073998,trade,8400,0
2023.12.13D18:24:00.493774938,quote,16544,0
2023.12.13D18:24:05.402430499,trade,8400,0
2023.12.13D18:24:05.505075392,quote,16544,0
2023.12.13D18:24:10.460232533,trade,8400,0
2023.12.13D18:24:10.530969828,quote,16544,0
2023.12.13D18:24:15.424324282,trade,8400,0
2023.12.13D18:24:15.505106540,quote,16544,0
2023.12.13D18:24:20.412400362,trade,8400,0
2023.12.13D18:24:20.455896122,quote,16544,0
2023.12.13D18:24:25.365406212,trade,8400,0
2023.12.13D18:24:25.421992727,quote,16544,0
2023.12.13D18:24:30.388151925,trade,8400,0
2023.12.13D18:24:30.448728440,quote,16544,0
2023.12.13D18:24:35.387209952,trade,8400,0
2023.12.13D18:24:35.427431206,quote,16544,0
2023.12.13D18:24:40.358602050,trade,8400,0
2023.12.13D18:24:40.408463786,quote,16544,0
2023.12.13D18:24:45.372718727,trade,8400,0
2023.12.13D18:24:45.427826908,quote,16544,0
2023.12.13D18:24:50.390647311,trade,8400,0
2023.12.13D18:24:50.476730606,quote,16544,0
2023.12.13D18:24:55.424627124,trade,8400,0
2023.12.13D18:24:55.486544937,quote,16544,0
2023.12.13D18:25:00.386041126,trade,8400,0
2023.12.13D18:25:00.425286184,quote,16544,0
2023.12.13D18:25:05.364238234,trade,8400,0
2023.12.13D18:25:05.417772656,quote,16544,0
2023.12.13D18:25:10.393795812,trade,8400,0
2023.12.13D18:25:10.439071567,quote,16544,0
2023.12.13D18:25:15.376867995,trade,8400,0
2023.12.13D18:25:15.419851330,quote,16544,0
2023.12.13D18:25:20.388874551,trade,8400,0
2023.12.13D18:25:20.427350629,quote,16544,0
2023.12.13D18:25:25.389011031,trade,8400,0
2023.12.13D18:25:25.440573864,quote,16544,0
2023.12.13D18:25:30.377528250,trade,8400,0
2023.12.13D18:25:30.423314759,quote,16544,0
2023.12.13D18:25:35.384329149,trade,8400,0
2023.12.13D18:25:35.426549255,quote,16544,0
2023.12.13D18:25:40.390258298,trade,8400,0
2023.12.13D18:25:40.450806917,quote,16544,0
2023.12.13D18:25:45.407880490,trade,8400,0
2023.12.13D18:25:45.456829306,quote,16544,0
2023.12.13D18:25:50.387945577,trade,8400,0
2023.12.13D18:25:50.452357560,quote,16544,0
2023.12.13D18:25:55.393332479,trade,8400,0
2023.12.13D18:25:55.439241010,quote,16544,0
2023.12.13D18:26:00.397306985,trade,8400,0
2023.12.13D18:26:00.440693612,quote,16544,0
2023.12.13D18:26:05.395116701,trade,8400,0
2023.12.13D18:26:05.448258111,quote,16544,0
2023.12.13D18:26:10.415676182,trade,8400,0
2023.12.13D18:26:10.481291680,quote,16544,0
2023.12.13D18:26:15.425652253,trade,8400,0
2023.12.13D18:26:15.482101046,quote,16544,0
2023.12.13D18:26:20.390133225,trade,8400,0
2023.12.13D18:26:20.454648284,quote,16544,0
2023.12.13D18:26:25.398359849,trade,8400,0
2023.12.13D18:26:25.485123227,quote,16544,0
2023.12.13D18:26:30.424814997,trade,8400,0
2023.12.13D18:26:30.499028559,quote,16544,0
2023.12.13D18:26:35.407425418,trade,8400,0
2023.12.13D18:26:35.450566264,quote,16544,0
2023.12.13D18:26:40.368084951,trade,8400,0
2023.12.13D18:26:40.416805043,quote,16544,0
2023.12.13D18:26:45.371026296,trade,8400,0
2023.12.13D18:26:45.427669502,quote,16544,0
2023.12.13D18:26:50.384567657,trade,8400,0
2023.12.13D18:26:50.457012974,quote,16544,0
2023.12.13D18:26:55.399861195,trade,8400,0
2023.12.13D18:26:55.438635050,quote,16544,0
2023.12.13D18:27:00.363572620,trade,8400,0
2023.12.13D18:27:00.421430225,quote,16544,0
2023.12.13D18:27:05.375538596,trade,8400,0
2023.12.13D18:27:05.428230351,quote,16544,0
2023.12.13D18:27:10.377547463,trade,8400,0
2023.12.13D18:27:10.426752981,quote,16544,0
2023.12.13D18:27:15.404600829,trade,8400,0
2023.12.13D18:27:15.463110303,quote,16544,0
2023.12.13D18:27:20.413005891,trade,8400,0
2023.12.13D18:27:20.488484527,quote,16544,0
2023.12.13D18:27:25.400577231,trade,8400,0
2023.12.13D18:27:25.443035755,quote,16544,0
2023.12.13D18:27:30.400212668,trade,8400,0
2023.12.13D18:27:30.467412386,quote,16544,0
2023.12.13D18:27:35.450315102,trade,8400,0
2023.12.13D18:27:35.539916215,quote,16544,0
2023.12.13D18:27:40.448892440,trade,8400,0
2023.12.13D18:27:40.518155347,quote,16544,0
2023.12.13D18:27:45.418611034,trade,8400,0
2023.12.13D18:27:45.502497796,quote,16544,0
2023.12.13D18:27:50.424049479,trade,8400,0
2023.12.13D18:27:50.476275907,quote,16544,0
2023.12.13D18:27:55.388665688,trade,8400,0
2023.12.13D18:27:55.450096793,quote,16544,0
2023.12.13D18:28:00.407738500,trade,8400,0
2023.12.13D18:28:00.451601012,quote,16544,0
2023.12.13D18:28:05.377370988,trade,8400,0
2023.12.13D18:28:05.424210127,quote,16544,0
2023.12.13D18:28:10.381145454,trade,8400,0
2023.12.13D18:28:10.483959047,quote,16544,0
2023.12.13D18:28:15.446032167,trade,8400,0
2023.12.13D18:28:15.489238913,quote,16544,0
2023.12.13D18:28:20.393718055,trade,8400,0
2023.12.13D18:28:20.467737303,quote,16544,0
2023.12.13D18:28:25.418729219,trade,8400,0
2023.12.13D18:28:25.468779130,quote,16544,0
2023.12.13D18:28:30.372356445,trade,8400,0
2023.12.13D18:28:30.443239745,quote,16544,0
2023.12.13D18:28:35.398017040,trade,8400,0
2023.12.13D18:28:35.440702947,quote,16544,0
2023.12.13D18:28:40.367104209,trade,8400,0
2023.12.13D18:28:40.447470551,quote,16544,0
2023.12.13D18:28:45.397420019,trade,8400,0
2023.12.13D18:28:45.437700847,quote,16544,0
2023.12.13D18:28:50.356394228,trade,8400,0
2023.12.13D18:28:50.401591236,quote,16544,0
2023.12.13D18:28:55.374382313,trade,8400,0
2023.12.13D18:28:55.472900748,quote,16544,0
2023.12.13D18:29:00.439584381,trade,8400,0
2023.12.13D18:29:00.506092058,quote,16544,0
2023.12.13D18:29:05.405443768,trade,8400,0
2023.12.13D18:29:05.450467475,quote,16544,0
2023.12.13D18:29:10.373143969,trade,8400,0
2023.12.13D18:29:10.416819570,quote,16544,0
2023.12.13D18:29:15.394838286,trade,8400,0
2023.12.13D18:29:15.495962662,quote,16544,0
2023.12.13D18:29:20.465660180,trade,8400,0
2023.12.13D18:29:20.509887110,quote,16544,0
2023.12.13D18:29:25.390224710,trade,8400,0
2023.12.13D18:29:25.435469099,quote,16544,0
2023.12.13D18:29:30.383707474,trade,8400,0
2023.12.13D18:29:30.447035322,quote,16544,0
2023.12.13D18:29:35.409371540,trade,8400,0
2023.12.13D18:29:35.467261111,quote,16544,0
2023.12.13D18:29:40.423064255,trade,8400,0
2023.12.13D18:29:40.501929836,quote,16544,0
2023.12.13D18:29:45.445172815,trade,8400,0
2023.12.13D18:29:45.509356244,quote,16544,0
2023.12.13D18:29:50.407082668,trade,8400,0
2023.12.13D18:29:50.469897620,quote,16544,0
2023.12.13D18:29:55.385776175,trade,8400,0
2023.12.13D18:29:55.491112515,quote,16544,0
2023.12.13D18:30:00.433993653,trade,8400,0
2023.12.13D18:30:00.486281729,quote,16544,0
2023.12.13D18:30:05.388445864,trade,8400,0
2023.12.13D18:30:05.444216607,quote,16544,0
2023.12.13D18:30:10.401630102,trade,8400,0
2023.12.13D18:30:10.450834959,quote,16544,0
2023.12.13D18:30:15.398467197,trade,8400,0
2023.12.13D18:30:15.452409614,quote,16544,0
2023.12.13D18:30:20.391903126,trade,8400,0
2023.12.13D18:30:20.441372475,quote,16544,0
2023.12.13D18:30:25.377392999,trade,8400,0
2023.12.13D18:30:25.446487597,quote,16544,0
2023.12.13D18:30:30.394536307,trade,8400,0
2023.12.13D18:30:30.447544789,quote,16544,0
2023.12.13D18:30:35.382516986,trade,8400,0
2023.12.13D18:30:35.450500924,quote,16544,0
2023.12.13D18:30:40.424364987,trade,8400,0
2023.12.13D18:30:40.515961044,quote,16544,0
2023.12.13D18:30:45.464197956,trade,8400,0
2023.12.13D18:30:45.521760544,quote,16544,0
2023.12.13D18:30:50.403342539,trade,8400,0
2023.12.13D18:30:50.448730148,quote,16544,0
2023.12.13D18:30:55.413574849,trade,8400,0
2023.12.13D18:30:55.463059022,quote,16544,0
2023.12.13D18:31:00.410411821,trade,8400,0
2023.12.13D18:31:00.454783564,quote,16544,0
2023.12.13D18:31:05.381605577,trade,8400,0
2023.12.13D18:31:05.444064084,quote,16544,0
2023.12.13D18:31:10.394211871,trade,8400,0
2023.12.13D18:31:10.434880612,quote,16544,0
2023.12.13D18:31:15.360698535,trade,8400,0
2023.12.13D18:31:15.432622580,quote,16544,0
2023.12.13D18:31:20.405082899,trade,8400,0
2023.12.13D18:31:20.472809584,quote,16544,0
2023.12.13D18:31:25.436818732,trade,8400,0
2023.12.13D18:31:25.500693907,quote,16544,0
2023.12.13D18:31:30.443748654,trade,8400,0
2023.12.13D18:31:30.499413652,quote,16544,0
2023.12.13D18:31:35.399031936,trade,8400,0
2023.12.13D18:31:35.446964993,quote,16544,0
2023.12.13D18:31:40.364571616,trade,8400,0
2023.12.13D18:31:40.404164310,quote,16544,0
2023.12.13D18:31:45.365960030,trade,8400,0
2023.12.13D18:31:45.411779055,quote,16544,0
2023.12.13D18:31:50.392017501,trade,8400,0
2023.12.13D18:31:50.437391499,quote,16544,0
2023.12.13D18:31:55.388760238,trade,8400,0
2023.12.13D18:31:55.452455027,quote,16544,0
2023.12.13D18:32:00.416315917,trade,8400,0
2023.12.13D18:32:00.459005001,quote,16544,0
2023.12.13D18:32:05.399039537,trade,8400,0
2023.12.13D18:32:05.484573273,quote,16544,0
2023.12.13D18:32:10.418835350,trade,8400,0
2023.12.13D18:32:10.484002960,quote,16544,0
2023.12.13D18:32:15.385746200,trade,8400,0
2023.12.13D18:32:15.441871860,quote,16544,0
2023.12.13D18:32:20.375994459,trade,8400,0
2023.12.13D18:32:20.487210534,quote,16544,0
2023.12.13D18:32:25.444851112,trade,8400,0
2023.12.13D18:32:25.503624591,quote,16544,0
2023.12.13D18:32:30.434493926,trade,8400,0
2023.12.13D18:32:30.505964820,quote,16544,0
2023.12.13D18:32:35.432777009,trade,8400,0
2023.12.13D18:32:35.467847078,quote,16544,0
2023.12.13D18:32:40.356365710,trade,8400,0
2023.12.13D18:32:40.425043307,quote,16544,0
2023.12.13D18:32:45.388074372,trade,8400,0
2023.12.13D18:32:45.426622096,quote,16544,0
2023.12.13D18:32:50.362030286,trade,8400,0
2023.12.13D18:32:50.405061830,quote,16544,0
2023.12.13D18:32:55.375704388,trade,8400,0
2023.12.13D18:32:55.428349186,quote,16544,0
2023.12.13D18:33:00.402318024,trade,8400,0
2023.12.13D18:33:00.465476097,quote,16544,0
2023.12.13D18:33:05.410886567,trade,8400,0
2023.12.13D18:33:05.479524105,quote,16544,0
2023.12.13D18:33:10.401383508,trade,8400,0
2023.12.13D18:33:10.473116601,quote,16544,0
2023.12.13D18:33:15.395132604,trade,8400,0
2023.12.13D18:33:15.437446680,quote,16544,0
2023.12.13D18:33:20.387561227,trade,8400,0
2023.12.13D18:33:20.430746367,quote,16544,0
2023.12.13D18:33:25.395278342,trade,8400,0
2023.12.13D18:33:25.459396522,quote,16544,0
2023.12.13D18:33:30.398235537,trade,8400,0
2023.12.13D18:33:30.444020122,quote,16544,0
2023.12.13D18:33:35.379649873,trade,8400,0
2023.12.13D18:33:35.428118267,quote,16544,0
2023.12.13D18:33:40.369380671,trade,8400,0
2023.12.13D18:33:40.429398367,quote,16544,0
2023.12.13D18:33:45.383772823,trade,8400,0
2023.12.13D18:33:45.460410953,quote,16544,0
2023.12.13D18:33:50.433206701,trade,8400,0
2023.12.13D18:33:50.476561069,quote,16544,0
2023.12.13D18:33:55.413983026,trade,8400,0
2023.12.13D18:33:55.478454805,quote,16544,0
2023.12.13D18:34:00.412432978,trade,8400,0
2023.12.13D18:34:00.457884670,quote,16544,0
2023.12.13D18:34:05.372493657,trade,8400,0
2023.12.13D18:34:05.422498250,quote,16544,0
2023.12.13D18:34:10.370764642,trade,8400,0
2023.12.13D18:34:10.413828998,quote,16544,0
2023.12.13D18:34:15.358293508,trade,8400,0
2023.12.13D18:34:15.403589620,quote,16544,0
2023.12.13D18:34:20.375212549,trade,8400,0
2023.12.13D18:34:20.435783936,quote,16544,0
2023.12.13D18:34:25.395328193,trade,8400,0
2023.12.13D18:34:25.445171197,quote,16544,0
2023.12.13D18:34:30.384280921,trade,8400,0
2023.12.13D18:34:30.436474148,quote,16544,0
2023.12.13D18:34:35.401026602,trade,8400,0
2023.12.13D18:34:35.444958710,quote,16544,0
2023.12.13D18:34:40.381726684,trade,8400,0
2023.12.13D18:34:40.450372134,quote,16544,0
2023.12.13D18:34:45.409352620,trade,8400,0
2023.12.13D18:34:45.472857907,quote,16544,0
2023.12.13D18:34:50.417640574,trade,8400,0
2023.12.13D18:34:50.529569442,quote,16544,0
2023.12.13D18:34:55.448690473,trade,8400,0
2023.12.13D18:34:55.507107326,quote,16544,0
2023.12.13D18:35:00.408160466,trade,8400,0
2023.12.13D18:35:00.474709919,quote,16544,0
2023.12.13D18:35:05.421477229,trade,8400,0
